hb,word,kz,wd_cl,ky,ac,ac_c,mn,uc,da,pr,pjr,pf,if,sf,if_o,rd_o,cp,wd_f,wd_f_2,alt,wd_cg,class2,class5,class6,pij,yyj,kfj,skj,woj,woj_2,aoj,izj,ksj,emj,lmj,mdj,hkz,mkz,lg_c,ai,ko,st,as,kt,ie,te,ol
agi,agi（吾君）,吾君 我君,代,,,,你（对低地位男性的亲近称呼，因此 -gi 与原本表示尊敬的 kimi（君）可能不同源）。,,,,,,,,,,,吾君.a,,,,2,1,1,,,,,agi1 阿芸,,,,,,,,,アギ,日,,婴孩、儿童：MK 아〮기 (ákí)；K 아기 (agi),,,,,,
agito,agito（腭門）,腭門 顎 顋 鰓,名,,"3.1; 上上上 - [0]-[0]-A. 镰仓 HHH. 室町 HHH, HHL. 1700 大阪 LHL",3.1,腭、下巴、腮。（疑似 agitou 逆构词）,,agi+to,,,,,,,,腭+問,腭.a|問.t,,,器官,2,1,0,,,,,,,,,,agito 阿岐度,,,,アギト,日,,,,,,,,
agitou,agitou,,自动,五段（四段）,A; A - B-A-x. 镰仓 HHHH,A,（小孩）口一张一合说话、（鱼）在水面一张一合呼吸。,,agi+to-w-,,,,,*-p-,,,腭+問,腭.a|問.t,,,,3,1,0,,,,,agi1to2p- (阿芸登比 言 傾浮),,,,,,,,アギトフ,アギトウ,日,,,,,,,,
ago,ago（顎）,顎 腭 頤,名,,2.2b; x - [2]-[2]-A A-x-x,2.2b,腭、下巴、腮。,60 | 顎.a.n | *ago | xB,ago,*ago,*ago,,,,,,,腭.a,,,器官,2,1,0,,,,,,,,,,,ago,,,アゴ,日|琉,,,,,,,,
ago*,ago*（友）,友,名,,,,（琉球）朋友、同年级同学、幼时朋友。,61 | 友.a.n | *ago | nC,A：*a+go「吾伍」の説ある。／B：「吾子」と関係があるかもしれない,*agu,,,,,,,,友.a,,,人,0,1,1,,,,,,,,,,,,,,,琉,,,伍 吴音/汉音 go,,,,,
"agoe 1, ago 2","agoe 1, ago 2（距）",距,名,,3.4; 平平平,3.4,鸟类的爪、蹼。,,a+go+e?,,,,,,,名=が+动,足+越+肢,足.a|越.k|支.y,,音节缩减,器官,3,1,0,,,,,1 ago1e1 安後延 (距),,,,,,2 ago,,,1 アゴエ | 2 アゴ,日,,,,,,,,
agomu,agomu,,他动,五段（四段）,,,跨越。,,a+go-m-,,,,,*-m-,,名=が+动,足+越,足.a|越.k,,,,2,1,0,,,,,,,,,,,,agom-,,アゴム,日,,,,,,,,
"agora 1, agura 2","agora 1, agura 2（胡床）",胡床 胡坐,名,,3.5a; 平平上 - [0]-[0]/(0)-A x-(B)-x,3.5a,古代贵族坐的高床、凳子、两腿交叉坐；把木材搭在一起，作为通往高处的跳板。,,1 a+gora | 2 a+gura,,,,,,,名=の+名,足+座,足.a|座.k,,u/o,具,2,1,0,,,,,1 ago1ra 阿娯羅 | 2 agura 阿具良,,,,,,,,,1 アゴラ | 2 アグラ,日,,,,,,,,
agumasi-*,agumasi-*（倦）,倦,形,,,,（琉球）感到不舒服的、麻烦的。,63 | 倦.a.a | *agum-asi-,,*aguma-si- ?< *ag=u-ma-si-,,,,*-si-,,,,飽.a,倦,,,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
agumu,agumu（倦）,倦,自动,五段（四段）,B-A-x,,因为难以完成某事而感到困扰或厌烦。,62 | 倦.a.v | *agum-,agum-,沖縄 *agum-,*agum- ?< *ag=u-m-,,,,,,,飽.a,倦,,,2,1,0,,,,,,,,,,,agum-,,,アグム,日,,,,,,,,
"aguri 1, anguri 2","aguri 1, anguri 2",,副,,,,态：（因惊讶等不禁）张大嘴的样子。,,1 agu-ri | 2 angu-ri,,,,,*-ri,,,,腭.a,,辅音延长,,2,1,0,,,,,,,,,,,,1 aguri | 2 anguri,,1 アグリ | 2 アングリ,日,,,,,,,,
"ahaaha 1, ahaha 2, aQhaQha 3","ahaaha 1, ahaha 2, aQhaQha 3",,感叹,,2 [3]-x-x | 3 [5]-x-x,,声：开口大笑。,,1 aha+aha | 2 ah(a)+aha | 3 aQh(a)+aQha,,,,,,,,aha+aha,aha,,辅音延长|音节缩减,,2,1,0,,,,,,,,,,,,1 ahaaha | 2ahaha | 3 aQhaQha,,1 アハアハ | 2 アハハ | 3 アッハッハ,日,,,,,,,,
ahi,ahi,,名,,,,（九州）母亲。,,,,,,,,,,,母.a.4,,,亲,2,1,0,,,,,,,,,,,,長崎 ahii,,アヒイ,九,,,,,,,,
ahi,ahi（家鴨）,家鴨,名,,,,（方言、南琉球八重山与那国）鸭。（疑似对应日语 ahiru 的音节缩减形式）,,,与那国 *api,*api,,,,,,,家鴨.a,,,鸟,0,1,0,,,,,,,,,,,,,,,日|南琉八,,,,,,,,
ahi*,ahi*（兄）,兄,名,,x-x-x x-B-x,,（北琉球冲绳）哥哥、年轻人。,,,沖縄 *ap[i],,,,,,,,兄.a.2,,,亲,0,1,0,,,,,,,,,,,,,,,北琉冲,,,,,,,,
ahia*,ahia*（母体）,母体,名,,,,（琉球）母体（不用于表示人）、母猪。,239 | 母体.a.n | *apjaa,,*api-a,,,,*-a,,,,母.a.4,母体,,材,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
ahiaia*,ahiaia*（母体豚）,母体豚,名,,,,（北琉球冲绳）母猪、（南琉球）繁殖用母猪。,240 | 母体豚.a.n | *apjaa+uwa(a) ,,*api-a+wi-a,,,,*-a,,,母体+猪,母.a.4|猪.w,母体,,材,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
ahiroa*,ahiroa*（家鴨）,家鴨,名,,,,（琉球）鸭。,237 | 家鴨屋.a.n | *apiru-ja | xC,,*apir[o]-a,,,,*-a,,,,家鴨.a,,,鸟,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
ahiru,ahiru（家鴨）,家鴨 鶩,名,,?3.4; x - [0]-[0]-B x-B-x,?3.4,鸭。,236 | 家鴨.a.n | *apiru | xC,,北 *apir[o],*apir[o],,,,,,,家鴨.a,,,鸟,2,1,0,,,,,,,,,,,afiru,,,アヒル,日|北琉,,,,,,,,
"ahou 1, aho 2","ahou 1, aho 2（阿呆）",阿呆 阿房,名,,[1/2]-(2)-x,,傻瓜、笨蛋。（多用于关西，关东多用 baka。词源不明，似为汉语）,,,,,,,,,,,阿呆.a,,元音缩减,詈语,4,1,2,,,,,,,,,,,1 afau,2 aho,1 アハウ,1 アホウ | 2 アホ,日,,傻瓜：K 바보 (papo),"阿 吴音/汉音 a；保 吴音/汉音 po, pou；房 汉音 paũ",,,,,
"afudokobu 1, afudokomiru* 2, afuzukumu 3, afudofumu 4, amudokobiru* 5, adokobu 6, atsudokobiru* 7","ahudokobu 1, ahudokomiru* 2, ahuzukumu 3, ahudohumu 4, amudokobiru* 5, adokobu 6, atudokobiru* 7（跨）",跨 距,自动,1 3 5 五段（四段） | 2 4 6 上一段（上二段）,A,A,跨越。,,1 ahudo+ko-b- | 2 ahudo+ko-mi- | 3 ahuzu+ku-m- | 4 ahudo+hu-m- | 5 amudo+ko-bi- | 6 ado+ko-b- | 7 atudo+ko-bi-,,,,,1 6 *-b- | 2 *-m[o]-i- | 3 4 *-m- | 5 7 *-b[o]-i-,,,踵+越,足.a|越.k,踵,u/o|k/p,,5,1,0,,,,,(跨),,,,,1 afudokob- | 2 afudokomi- (阿不止己牟) | 3 afudukum- | 4 afudofum- | 5 amudokobi- | 6 adokob-,7 atudokobi-,,2 アフドコム | 5 アムドコブ | 7 アツドコブ,1 アフドコブ | 2 アフドコミル* | 3 アフズクム | 4 アフドフム | 5 アムドコビル* | 6 アドコブ | 7 アツドコビル*,日,,,,,,,,
afuraseru,ahuraseru（溢）,溢,他动,下一段（下二段）,?A/B; B -x-x,?A/B,使洋溢。,,ahu-ra-s-e-,,,,,*-ra-sa-i-,,,,溢.a,,,,3,1,0,,,,,,,,,,,,ahurase-,アフラス,アフラセル,日,,,,,,,,
ai,ai（藍）,藍,名,,2.5; x - [1]-(2)-B B-B-B,2.5,蓼蓝、靛蓝、蓝（方言中也指叫「藍子（aigo）」的鱼）。,370 | 藍.a.n | *awi | 5B || 369 | 藍子.a.n | *a(w)i | oX || 6811 | アイゴ.a.n.2 | *awi+iwo,ai,*awi,*aw[o]-i,,,*-i,,,,青.a,,,色|草|鱼,3,1,0,,,,,,,,,,awi (阿井),,,アヰ,アイ,日|琉,,,,,,,,
aia*,aia*（喧嘩）,喧嘩,名,,,,（琉球）格斗、战斗、打架、争论。,231 | 喧嘩遊.a.n | *api+ja,,*ap-i-a,,,,*-i-a,,,,合.a,喧嘩,,行为,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
aida,aida（間）,間,名,,3.2b; 上上平 - [0]-[0]-A B-A/B-x. L[L/H]H. 镰仓 HHL. 江户 HHL,3.2b,空间、中间、期间、间隙、关系、原因。（同义词 aima?< 合-間））,235 | 間.a.n | *apida | xX,a-i-da,北 *ap-i-da,*ap-i-da,,,*-i-da,,,,合.a,,,抽象,4,1,0,,,,,api1da 安比太 阿比陁 (間),,常陸 api1da 安比太,,,,,,アヒダ,アイダ,日|北琉,,,,,,,,
aidamu,aidamu（間）,間,自动,五段（四段）,?A,?A,休息。,,a-i-da-m-,,,,,*-i-da-m-,,,,合.a,,,,3,1,0,,,,,,,,,,awidam-,,,アヒダム,アイダム,日,,,,,,,,
aidare-*,aidare-*（喧嘩）,喧嘩,自动,,,,（南琉球八重山）争斗、打架。,,,八重山 *ap=i-dare-,,,,*-i-,,,合+垂,合.a|垂.t,喧嘩,,,0,1,0,,,,,,,,,,,,,,,南琉八,,,,,,,,
ain-*,ain-*,,自动,,,,（北琉球冲绳）嫉妒。,,,沖縄 *[a](C)[i]n-,,,,,,,,嫉.a,,,,0,1,0,,,,,,,,,,,,,,,北琉冲,,,,,,,,
"ainbe 1, ainame 2","ainbe 1, ainame 2（相嘗）",相嘗,名,,,,相尝祭（古代在新尝祭之前，阴历十一月第一个卯日举行的神道祭祀）。,,1 a-i=n(o)+(a)be | 2 a-i=n(o)+ame,,,,,*-i+CP-(i)-i,,,合=の+合,合.a,,音节缩减,节日,4,1,0,,,,,(相甞),,,,,1 awinbe,2 ainame,,,1 アインベ | 2 アイナメ,日,,,,,,,,
aiw-*,aiw-*（言）,言,他动,,,,（南琉球）说。,64 | 言.a.v | *a-ip-,,南 *a+ip- ?< *a=(i)+ip-,,,,,,,相+言?,合.a|言.i,,,,0,1,0,,,,,,,,,,,,,,,南琉,,,,,,,,
aizu,aizu（会津）,会津,名,,[0]-[0]-x,,福岛县西部地区名。（据称地名来自《古事记》中大毘古命与其子建沼河別命相会处）,,a-i+zu,,,,,*-i,,名=の+名,合+津,合.a|津.t,,,地名,4,1,0,,,,,(相津),,陸奥 api1du 安比豆,,,,,,アヒヅ,アイヅ,日,,,,,,,,
aka,aka（赤）,赤 紅 朱 緋,名,,?2.5 ?< 2.1; x - [1]-(0/2)-A A-A-A,?2.5,红色、（前缀）全、表示强调。,78 | 赤.a.n | *aka | xA || 81 | 強調.a.o | *aka-,,*aka,*aka,,,,,,,明.a,赤,,色,3,1,1,,,,,aka 安可,,武蔵 不明 aka 阿加 安加 安可,,,,,,,アカ,日|琉,,,赤 OC *[t-qʰ](r)Ak,,,,,
aka,aka（淦）,淦 浛 垢,名,,2.3; 上平/平平 - [2]-[1]-B x-B-x,2.3,污垢、水垢。,77 | 垢.a.n | *aka | 3B,,*aka,*aka,,,,,,,垢.a,,,,3,1,0,,,,,,,下総 aka 阿加,,,,aka,,,アカ,日|琉,,,,,,,,
aka*,aka*（髪）,髪,名,,,,（南琉球）头、头发。,79 | 髪.a.n | *aka | nC,,南 *aka,,,,,,,,髪.a,,,,0,1,0,,,,,,,,,,,,,,,南琉,,,,,,,,
akaari,akaari（赤蟻）,赤蟻,名,,[0]-(2)-x,,红蚁、（南琉球宫古）蚂蚁。,,aka+ari,宮古 *aka+ari,*aka+ari,,,,,,赤+蟻,明.a|蟻.a,,,节肢,2,1,0,,,,,,,,,,,,akaari,,アカアリ,日|南琉宫,,,,,,,,
akagam-*,akagam-*（明）,明,自动,,,,（南琉球宫古）变明亮。,7337 | 明.a.v.8 | *aka-gam-,,宮古 *aka-ga-m-,,,,*-ga-m-,,,,明.a,,,,0,1,0,,,,,,,,,,,,,,,南琉宫,,,,,,,,
akagane,akagane（銅）,銅,名,,4.1 (= 2.1|2.1); 上上(|)上上 - [0]-[0]-A x-A-x,4.1,铜。,85 | 赤金.a.n | *aka+kane | oA,aka+gane,*aka+gane,*aka+N+kanay,,,,,形=の+名,赤+金,明.a|金.k,赤,,金属,3,1,0,,,,,(銅),,,,,akagane 阿加々禰,,,,アカガネ,日|琉,,,,,,,,
akagar-*,akagar-*（明）,明,自动,,,,（琉球）变明亮。,5632 | 明.a.v.5 | *aka-gar-,,*aka-ga-r-,,,,*-ga-r-,,,,明.a,,,,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
akagaras-*,akagaras-*（明）,明,自动,,,,（琉球）使变明亮。,5633 | 明.a.v.6 | *aka-gar-as-,,*aka-ga-ra-s-,,,,*-ga-ra-s-,,,,明.a,,,,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
akagari*,akagari*（明）,明,名,,,,（琉球）光亮、灯光。（*akagar- 的名词形）,98 | 明.a.n.4 | *aka-gar-i,,*aka-ga-r-i,,,,*-ga-r-i,,,,明.a,,,抽象,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
"akago 1, akaga* 2","akago 1, akaga* 2（赤子）",赤子 赤児,名,,1 [0]-(2)-x 2 x-x-x x-x-B,,刚出生的婴儿、一种蚯蚓（方言中指雏鸟、某种小虫、鱼、小蟹、植物等）。,87 | 赤子.a.n | *aka+kuCa | xA,1 aka+go,2 *aka+ga,*aka+N+ko,,,,,形=の+名,赤+子,明.a|小.k,赤,a/o,人,2,1,0,,,,,,,,,,1 akago,,,,1 アカゴ,日|琉,,,,,,,,
akagura,akagura（明暗）,明暗,名,,,,（出云）黄昏。,,aka+gura,,,,,,,形=に+形,明+暗,明.a|暗.k,,,时,1,1,0,,,,,,,,,,,,,,アカグラ,出,,,,,,,,
akagura*,akagura*（赤子）,赤子,名,,x-x-x x-A-x,,（南琉球）婴儿。,,,南 *aka+gu-ra,,,,*-ra,,形=の+名,赤+子,明.a|小.k,赤,,人,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
akaguragama*,akaguragama*（赤子）,赤子,名,,,,（南琉球八重山）婴儿。,,,八重山 *aka+gu-ra-gama,,,,*-ra-gama,,形=の+名,赤+子,明.a|小.k,赤,,人,0,1,0,,,,,,,,,,,,,,,南琉八,,,,,,,,
akafuku,akahuku（赤肺）,赤肺,名,,,,（方言）被狩猎的兽类（熊等）的肺。,,aka+huku,,,,,,,,赤+肺,明.a|肺.p,赤,,器官,0,1,0,,,,,,,,,,,,,,,日,,,,,,,,
akai,akai（赤）,赤 明,形,イ（ク）,A; A - A-B-A A-A-A; 镰仓 akaki HHF. 江户 akaki HHL,A,明亮的、红色的。,80 | 赤.a.a | *aka- | iA,aka-,*aka-,*aka-,,,,,,,明.a,赤,,,3,1,0,,,,,aka- (安可之),,,,,,,,アカシ,アカイ,日|琉,,,,,,,,
akaia*,akaia*（貝）,貝,名,,,,（南琉球八重山与那国）贝、双壳贝。,104 | 貝屋.a.n | *a-kapi-ja,,与那国 *a+kapi-a,,,,*-a,,,?+貝,貝.k,,,软体,0,1,0,,,,,,,,,,,,,,,南琉八,,,,,,,,
"akaimo 1, akaumo* 2","akaimo 1, akaumo* 2（赤芋）",赤芋,名,,1 [0]-(0)-x,,（長崎、大阪府一部、和歌山県一部、山口県大島、徳島県一部、琉球）番薯、（大和吉野郡、宮城県一部、山形県一部、福島県、長野県佐久、岐阜県揖斐郡、恵那郡、京都府、奈良県）马铃薯、（山口県玖珂郡、長崎県北松浦郡）芋头、（筑前、富山県砺波）唐芋。,97 | 芋.a.n | *aka+umu,1 aka+imo,2 *aka+umo,*aka+[i]mo,,,,,,赤+芋,明.a|芋.e,,u/i,草,2,1,0,,,,,,,,,,,,1 akaimo,,1 アカイモ,日|琉,,,,,,,,
akamame,akamame（赤豆）,赤豆,名,,[0]-x-x,,大豆的一个像红豆一样带有暗褐色的品种、（方言、琉球）小豆。,90 | 赤豆.a.n | *aka+mame | oX,aka+mame,*aka+mame,*aka+mamay,,,,,,赤+豆,明.a|豆.m,赤,,草,2,1,0,,,,,,,,,,akamame,,,,アカマメ,日|琉,,,,,,,,
akamataa*,akamataa*（赤楝蛇）,赤楝蛇,名,,,,（北琉球）赤栋蛇（= yamakagasi）,,,北 aka+mata-a*,,,,,,,赤+叉,明.a|叉.m,,,爬行,0,1,0,,,,,,,,,,,,,,,北琉,,,,,,,,
"akamatahabu* 1, akamatababu* 2","akamatahabu* 1, akamatababu* 2（赤楝蛇）",赤楝蛇,名,,,,（北琉球奄美）赤栋蛇（= yamakagasi）,,,1 喜界 *aka+mata+pabu | 2 奄美 *aka+mata+babu,,,,,,2 名=の+名,赤+叉+蛇,明.a|叉.m|蛇.p,,清浊,爬行,0,1,0,,,,,,,,,,,,,,,北琉奄,,,,,,,,
akamatahebia*,akamatahebia*（赤楝蛇）,赤楝蛇,名,,,,（北琉球冲绳）赤栋蛇（= yamakagasi）,,,沖縄 aka+mata+pebi-a*,,,,,,,赤+叉+蛇,明.a|叉.m|蛇.p,,,爬行,0,1,0,,,,,,,,,,,,,,,北琉冲,,,,,,,,
"akamazi* 1, amazi* 2","akamazi* 1, amazi* 2（髪）",髪,名,,,,（南琉球八重山）头发。,5733 | 髪.a.n.3 | *akama[d][u] || 164 | 髪.a.n.2 | *ama[d][u],,八重山 1 *akamadi ?< *a(ka)+kamadi | 2 *amadi ?< *a(ka)+(ka)madi,,,,,,,髪+䩉?,髪.a|䩉.k,,,器官,0,1,0,,,,,,,,,,,,,,,南琉八,,,,,,,,
akame*,akame*（子）,子,名,,,,（南琉球八重山与那国）小孩。,101 | 子.a.n | *akame,,与那国 *aka+me,,,,,,,赤+女?,明.a|女.m,赤,,人,0,1,0,,,,,,,,,,,,,,,南琉八,,,,,,,,
akameru,akameru（赤）,赤,他动,下一段（下二段）,A/B-A-x,,使（脸等、金属加热）变红、充血。,,aka-m-e-,,,,,*-m-ai-,,,,明.a,赤,,,3,1,0,,,,,,,,,,akame-,,,アカム,アカメル,日,,,,,,,,
akamete*,akameti*（子）,子,名,,,,（南琉球八重山与那国）小孩。,7230 | 子.a.n.2 | *akame-t[e],,与那国 *aka+me-ti,,,,*-ti,,,赤+女?,明.a|女.m,赤,,人,0,1,0,,,,,,,,,,,,,,,南琉八,,,,,,,,
akamu,akamu（赤）,赤,自动,五段（四段）,,,变红、带有红色。,100 | 赤.a.v | *aka-m- | A,aka-m-,*aka-m-,*aka-m-,,,*-m-,,,,明.a,赤,,,2,1,0,,,,,,,,,,akam-,,,,アカム,日|琉,,,,,,,,
akana,akana（赤菜）,赤菜,名,,[0]-x-x,,（日语）芜菁的栽培品种、（琉球）紫苏。,92 | 紫蘇.a.n | *aka+na,aka+na,*aka+na,*aka+na,,,,,,赤+菜,明.a|肴.n,赤,,,2,1,0,,,,,,,,,,,,akana,,アカナ,日|琉,,,,,,,,
akana*,akana*,,名,,,,（琉球）蔷薇笛鲷（= barahuedai）。,102 | 毒魚.a.n | *akana,,*aka+na,,,,,,,赤+魚?,明.a|肴.n,,,鱼,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
akane,akane（茜）,茜,名,,[0]-[0]/(0)-x,,茜（根能制暗红色颜料）、茜色。,,aka+ne,,,,,,,,赤+根,明.a|根.n,赤,,草,2,1,0,,,,,,,,,,akane 阿加禰,,,,アカネ,日,,,,,,,,
akao*,akao*（赤秀）,赤秀,名,,,,（南琉球）一种榕树（アコウ）。,119 | 榕.a.n | *akaC[o],,南 *aka+po?,,,,,,,赤+秀?,明.a|秀.p,赤,,,0,1,0,,,,,,,,,,,,,,,南琉,,,,,,,,
akaogi*,akaogi*（赤秀）,赤秀木,名,,,,（南琉球）一种榕树（アコウ）。,,,南 *aka+po?+ge,,,,,,形=の+名,赤+秀?+木,明.a|秀.p|木.k,赤,,,0,1,0,,,,,,,,,,,,,,,南琉,,,,,,,,
akara,akara（赤）,赤,形动,,"?3.1, ?3.2x; 上上x - [0]-[0]-(A)","?3.1, ?3.2x",带有红色的美丽的样子。,,aka-ra,,,,,*-ra,,,,明.a,赤,,,2,1,0,,,,,akara 阿迦良,,,,,,,,,アカラ,日,,,,,,,,
akaraka,akaraka（赤）,赤 明,形动,,4.11; 平平xx,4.11,泛红、明显。,,aka-ra-ka,,,,,*-ra-ka,,,,明.a,赤,,,3,1,0,,,,,(嘩),,,,,akaraka,,,,アカラカ,日,,,,,,,,
akarameru,akarameru（赤）,赤,他动,下一段（下二段）,A/B-B-x,,使（脸等）变红。,,aka-ra-m-e-,,,,,*-ra-m-ai-,,,,明.a,赤,,,3,1,0,,,,,,,,,,,,akarame-,アカラム,アカラメル,日,,,,,,,,
akaramu,akaramu（赤）,赤 明,自动,五段（四段）,A/B-B-x | akarami（名词）: [0]-x-x,,发红、天亮。,,aka-ra-m-,,,,,*-ra-m-,,,,明.a,赤,,,3,1,0,,,,,(熟),,,,,akaram-,,,,アカラム,日,,,,,,,,
akaras-*,akaras-*（赤）,赤 明,他动,,,,（琉球）使变红、照亮。,106 | 明.a.v.4 | *aka-r-as-,,*aka-ra-s-,,,,*-ra-s-,,,,明.a,赤,,,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
"akarasama 1, akarasima 2","akarasama 1, akarasima 2",,名,,"1 [0/3]-[0/3]-x. 镰仓, 江户 HHHHH",,突然、暂时、就差一点、一点也（不）。（比较：同音词 akarasama 意为「真实的样子、公开的样子」?< aka-ra+sama）,,1 a+kara+sama | 2 a+kara+sima,,,,,,,,a+柄+様,a|柄.k|様.s,,a/i,,4,1,0,,,,,(暴 急須),,,,,1 akarasama,2 akarasima,,,1 アカラサマ | 2 アカラシマ,日,,,,,,,,
akarasibu,akarasibiru*,,自动,上一段（上二段）?,,,感到痛切。,,a+kara-si-bi-,,,,,*-si-mpǝi-,,,a+柄,a|柄.k,,,,3,1,0,,,,,,,,,,akarasibi- (阿可良之比),,,アカラシブ,アカラシビル*,日,,,,,,,,
akarasii,akarasii,,形,シイ（シク）,A,A,感到痛切的。（由「就差一点（距离）」含义引申）,,a+kara-si-,,,,,*-si-,,,a+柄,a|柄.k,,,,3,1,0,,,,,,,,,,akarasi,,,アカラシ,アカラシイ,日,,,,,,,,
akareru,akareru（散）,散 別,自动,下一段（下二段）,B; x - B-x-x x-xB-x | akare（名词）: [3]-x-x,B,四散、（琉球）分离。,108 | 離.a.v | *akare- || 107 | 離.a.n | *akare,aka-re-,*aka-re-,*aka-ra-i-,,,*-ra-i-,,,,分.a,,,,3,1,0,,,,,,,,,,akare-,,,アカル,アカレル,日|琉,,,,,,,,
akari,akari（明）,明,名,,3.1; x - [0]-[0]-A,3.1,光线、灯火、亮处、光明、证据、事情或时期结束、（琉球也表示）纸拉门。,111 | 襖.a.n | *akari,aka-r-i,*aka-r-i,*aka-r-i,,,*-r-i,,,,明.a,,,,2,1,0,,,,,,,,,,akari,,,,アカリ,日|琉,,,,,,,,
akaru,akaru（赤）,赤 明,自动,五段（四段）,A-x-x | akari（名词）: 3.1; x - [0]-[0]-A,,变红、泛红、变清润、变亮、放晴、（方言）点燃。,105 | 明.a.v | *aka-r- | A || 110 | 明.a.n | *aka-r-i | 1A,aka-r-,*aka-r-,*aka-r-,,,*-r-,,,,明.a,赤,,色,2,1,0,,,,,akar- (安可流 阿加流),,,,,,,,,アカル,日|琉,,,,,,,,
akaru,akaru（開）,開,自动,五段（四段）,A-x-x,,开。,,aka-r-,,,,,*-r-,,,,明.a,開,,,2,1,0,,,,,,,,,,,,akar-,,アカル,日,,,,,,,,
akarui,akarui（明）,明,形,イ（ク）,A-B-A,,明亮的、艳丽的、开朗的、开明的、明确的、精通。,,aka-r=u-,*aka-r=u-,*aka-r=u-,,,*-r-,,,,明.a,,,,3,1,0,,,,,,,,,,,,akaru-,アカルシ,アカルイ,日|琉,,,,,,,,
akas-*,akas-*（離）,離,他动,,x-x-x x-B-x,,（琉球）拉开、使断奶。,113 | 離.a.v.2 | *akas-,,*aka-s-,,,,*-s-,,,,分.a,,,,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
akasa*,akasa*（私生児）,私生児,名,,,,（南琉球宫古）私生子。,114 | 私生児.a.n | *akasa,,宮古 *akasa,,,,,,,,私生児.a,,,亲,0,1,0,,,,,,,,,,,,,,,南琉宫,,,,,,,,
"akasakura* 1, akasagura* 2","akasakura* 1, akasagura* 2（私生児）",私生児,名,,,,（南琉球宫古）私生子。,,,宮古 1 *akasa+ku-ra | 2 *akasa+gu-ra,,,,*-ra,,2 名=の+名,私生児+子,私生児.a,,清浊,亲,0,1,0,,,,,,,,,,,,,,,南琉宫,,,,,,,,
akasakurasa*,akasakurasa*（明暗）,明暗,名,,,,（北琉球冲绳）明与暗、（南琉球八重山）黄昏。,,,*aka-sa+kura-sa,,,,*-sa,,,明+暗,明.a|暗.k,,,时,0,1,0,,,,,,,,,,,,,,,琉,,,,,,,,
akaseru,akaseru（飽）,飽,自动・他动,下一段（下二段）,B-x-x,,（他动）使人满足、使人厌倦；（自动，后起的）任凭自然充分使用（类似汉语「V+饱+N」句型）。,,aka-se-,,,,,*-sa-i-,,,,飽.a,,,,3,1,0,,,,,,,,,,,akase-,,アカス,アカセル,日,,,,,,,,
akasu,akasu（飽）,飽,自动・他动,五段（四段）,?A/B; x - B-A-A,?A/B,（他动）使人满足、使人厌倦；（自动，后起的）任凭自然充分使用（类似汉语「V 饱 N」句型）。,,aka-s-,,,,,*-s-,,,,飽.a,,,,2,1,0,,,,,,,,,,,,akas-,,アカス,日,,,,,,,,
akasu,akasu（明）,明 灯 燈 証,他动,五段（四段）,A; x - A/B-A-A x-A-x | akasi（名词）: 3.1; x - [0]-[0]-A x-B-x,A,使变亮、点亮、通宵、证明、挑明、（方言）告知。（名词：光明、灯火、证据、（方言）火炬、薪柴）,112 | 明.a.v.2 | *akas- | A || 117 | 明.a.n.3 | *akas-i || 116 | 灯.a.n | *akas-i | oX,aka-s-,*aka-s-,*aka-s-,,,*-s-,,,,明.a,,,,2,1,0,,,,,akas- (安可之 阿可思 阿加斯),,,,,,,,,アカス,日|琉,,,,,,,,
"akatoki 1, akatsuki 2","akatoki 1, akatuki 2（暁）",暁,名,,4.1; 上上xx - [0]-[0]-A A-B-x. 镰仓 HHHH,4.1,过了半夜到曙光出现前尚黑暗的时期、近黎明。今义黎明。（中世起多用 akatuki，akatoki 渐消失。描述早晨的时间顺序为 akatuki > akebono > asake > asa）,118 | 暁.a.n | *akatoki | oC,1 aka+toki | 2 aka+tuki,1 *aka+toki | 2 *aka+tuki,*aka+tǝki,,,,,,明+時,明.a|時.t,,u/o,时,4,1,0,,,,,1 akato2ki1 安可等吉 阿加等伎 阿加止支 (五更 鶏鳴),,1 下総 akato2ki1 阿加等伎,,,2 akatuki,,,,1 アカトキ | 2 アカツキ,日|琉,,,,,,,,
akatsu,akatu（分）,分 頒,他动,五段（四段）,B; B - x-A-x,B,分发、派遣、散播。,,aka-t-,,,,,*-t-,,,,分.a,,,,2,1,0,,,,,akat- (散),,,,,,,,,アカツ,日,,,,,,,,
akaza,akaza（藜）,藜,名,,3.2a; 上上平 - [0]-(0)/[2]-x,3.2a,藜（一种嫩芽为红色的草）。,,aka-za,,,,,*-sa,,,,明.a,赤,,草,4,1,0,,,,,,,,,,akasa 阿加佐,,akaza,アカサ,アカザ,日,,,,,,,,
